name,owner,repo_name,stars,created_at,updated_at,primary_language,releases,open_issues,closed_issues,closed_issues_ratio,merged_pull_requests,age_years,days_since_update
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,ryanhanwu,How-To-Ask-Questions-The-Smart-Way,33346,2015-03-28T16:52:40Z,2025-08-22T14:43:01Z,JavaScript,0,9,20,0.69,98,10.4,0
ehang-io/nps,ehang-io,nps,33313,2018-11-04T13:22:51Z,2025-08-22T12:00:07Z,Go,59,503,697,0.58,74,6.8,0
Pythagora-io/gpt-pilot,Pythagora-io,gpt-pilot,33312,2023-08-16T11:56:07Z,2025-08-22T14:30:16Z,Python,0,236,314,0.57,393,2.02,0
XX-net/XX-Net,XX-net,XX-Net,33304,2015-01-15T09:35:51Z,2025-08-22T12:33:26Z,Python,388,7916,5418,0.41,363,10.6,0
exelban/stats,exelban,stats,33265,2019-05-29T19:24:56Z,2025-08-22T16:16:16Z,Swift,301,28,2153,0.99,409,6.23,0
jax-ml/jax,jax-ml,jax,33243,2018-10-25T21:25:02Z,2025-08-22T17:16:24Z,Python,126,1594,4880,0.75,15103,6.82,0
carbon-language/carbon-lang,carbon-language,carbon-lang,33163,2020-04-27T21:45:16Z,2025-08-22T11:26:53Z,C++,411,152,561,0.79,4357,5.32,0
adobe/brackets,adobe,brackets,33158,2011-12-07T21:14:40Z,2025-08-19T20:30:11Z,JavaScript,69,2617,7063,0.73,4332,13.71,2
danielmiessler/Fabric,danielmiessler,Fabric,33141,2024-01-03T23:18:31Z,2025-08-22T17:16:09Z,JavaScript,248,109,635,0.85,435,1.63,0
harness/harness,harness,harness,33117,2014-02-07T07:54:44Z,2025-08-22T16:31:08Z,Go,53,74,1933,0.96,1047,11.54,0
gulpjs/gulp,gulpjs,gulp,33062,2013-07-04T05:26:06Z,2025-08-21T23:22:35Z,JavaScript,24,29,1908,0.99,411,12.13,0
immutable-js/immutable-js,immutable-js,immutable-js,33057,2014-07-02T06:02:29Z,2025-08-22T13:16:26Z,TypeScript,89,93,1169,0.93,598,11.14,0
mifi/lossless-cut,mifi,lossless-cut,33024,2016-10-30T10:49:56Z,2025-08-22T17:14:48Z,TypeScript,100,208,1426,0.87,202,8.81,0
SeleniumHQ/selenium,SeleniumHQ,selenium,33008,2013-01-14T21:40:56Z,2025-08-22T15:24:28Z,Java,108,149,10785,0.99,3024,12.6,0
bilibili/ijkplayer,bilibili,ijkplayer,32995,2013-06-03T04:12:04Z,2025-08-22T04:02:40Z,C,0,2827,2548,0.47,35,12.22,0
hashicorp/vault,hashicorp,vault,32984,2015-02-25T00:15:59Z,2025-08-22T17:14:34Z,Go,168,1141,5244,0.82,21302,10.49,0
qishibo/AnotherRedisDesktopManager,qishibo,AnotherRedisDesktopManager,32977,2019-01-08T06:01:56Z,2025-08-22T14:37:14Z,JavaScript,53,139,927,0.87,152,6.62,0
CMU-Perceptual-Computing-Lab/openpose,CMU-Perceptual-Computing-Lab,openpose,32936,2017-04-24T14:06:31Z,2025-08-22T15:22:53Z,C++,15,337,1667,0.83,174,8.33,0
lllyasviel/ControlNet,lllyasviel,ControlNet,32932,2023-02-01T02:43:30Z,2025-08-22T13:51:51Z,Python,0,431,138,0.24,4,2.55,0
YunaiV/ruoyi-vue-pro,YunaiV,ruoyi-vue-pro,32900,2021-01-24T03:18:25Z,2025-08-22T16:04:14Z,Java,44,3,645,1.0,62,4.57,0
PatrickJS/awesome-cursorrules,PatrickJS,awesome-cursorrules,32877,2024-09-16T15:38:38Z,2025-08-22T15:40:29Z,MDX,0,34,8,0.19,64,0.93,0
shadowsocks/ShadowsocksX-NG,shadowsocks,ShadowsocksX-NG,32821,2016-06-10T11:49:00Z,2025-08-22T10:05:00Z,Swift,30,308,1050,0.77,64,9.2,0
bayandin/awesome-awesomeness,bayandin,awesome-awesomeness,32809,2014-07-08T05:44:19Z,2025-08-22T16:06:50Z,Ruby,0,16,52,0.76,197,11.12,0
lib-pku/libpku,lib-pku,libpku,32708,2018-11-22T13:33:06Z,2025-08-22T13:29:09Z,TeX,0,11,32,0.74,22,6.75,0
TheAlgorithms/C-Plus-Plus,TheAlgorithms,C-Plus-Plus,32666,2016-07-16T10:19:45Z,2025-08-22T16:58:48Z,C++,0,10,311,0.97,686,9.1,0
AmruthPillai/Reactive-Resume,AmruthPillai,Reactive-Resume,32659,2020-03-25T14:08:22Z,2025-08-22T17:18:19Z,TypeScript,95,320,1248,0.8,633,5.41,0
swc-project/swc,swc-project,swc,32628,2017-12-22T11:40:14Z,2025-08-22T15:34:51Z,Rust,714,400,3574,0.9,5595,7.67,0
qbittorrent/qBittorrent,qbittorrent,qBittorrent,32624,2012-02-04T09:37:46Z,2025-08-22T17:05:21Z,C++,0,2299,14549,0.86,3928,13.55,0
facebookresearch/detectron2,facebookresearch,detectron2,32622,2019-09-05T21:30:20Z,2025-08-22T10:22:40Z,Python,10,465,3091,0.87,0,5.96,0
alan2207/bulletproof-react,alan2207,bulletproof-react,32522,2021-05-30T14:47:16Z,2025-08-22T15:54:03Z,TypeScript,0,38,77,0.67,70,4.23,0
DataTalksClub/data-engineering-zoomcamp,DataTalksClub,data-engineering-zoomcamp,32446,2021-10-21T09:32:50Z,2025-08-22T16:01:21Z,Jupyter Notebook,0,2,134,0.99,395,3.84,0
jqlang/jq,jqlang,jq,32441,2012-07-18T19:57:25Z,2025-08-22T16:51:33Z,C,15,363,1920,0.84,640,13.09,0
pnpm/pnpm,pnpm,pnpm,32440,2016-01-28T07:40:43Z,2025-08-22T16:01:39Z,TypeScript,1000,1880,3016,0.62,2675,9.57,0
certbot/certbot,certbot,certbot,32405,2014-11-12T02:52:20Z,2025-08-22T08:25:14Z,Python,62,126,5339,0.98,4004,10.78,0
pbatard/rufus,pbatard,rufus,32358,2011-11-19T19:12:05Z,2025-08-22T16:32:14Z,C,84,8,2503,1.0,1,13.75,0
drawdb-io/drawdb,drawdb-io,drawdb,32332,2023-07-16T17:09:20Z,2025-08-22T15:45:46Z,JavaScript,0,83,157,0.65,232,2.1,0
ibraheemdev/modern-unix,ibraheemdev,modern-unix,32315,2021-01-12T00:50:14Z,2025-08-22T10:56:44Z,Unknown,0,53,30,0.36,15,4.61,0
refinedev/refine,refinedev,refine,32291,2021-01-20T12:01:32Z,2025-08-22T16:26:37Z,TypeScript,1000,32,1622,0.98,4426,4.59,0
pcottle/learnGitBranching,pcottle,learnGitBranching,32271,2012-08-13T22:36:09Z,2025-08-22T13:15:53Z,JavaScript,0,49,467,0.91,606,13.02,0
google/material-design-lite,google,material-design-lite,32266,2015-01-14T22:01:33Z,2025-08-20T19:40:38Z,HTML,14,382,1813,0.83,655,10.6,1
gchq/CyberChef,gchq,CyberChef,32250,2016-11-28T10:34:07Z,2025-08-22T17:21:21Z,JavaScript,447,432,626,0.59,510,8.73,0
SerenityOS/serenity,SerenityOS,serenity,32229,2018-12-02T19:28:41Z,2025-08-22T15:39:32Z,C++,0,726,3522,0.83,19525,6.72,0
xinntao/Real-ESRGAN,xinntao,Real-ESRGAN,32227,2021-07-19T03:23:30Z,2025-08-22T17:11:22Z,Python,10,556,171,0.24,21,4.09,0
explosion/spaCy,explosion,spaCy,32219,2014-07-03T15:15:40Z,2025-08-22T16:53:16Z,Python,129,168,5550,0.97,3590,11.14,0
beego/beego,beego,beego,32214,2012-02-29T02:32:08Z,2025-08-22T14:41:55Z,Go,42,8,3366,1.0,1325,13.48,0
duckdb/duckdb,duckdb,duckdb,32214,2018-06-26T15:04:45Z,2025-08-22T16:26:19Z,C++,51,460,5661,0.92,8212,7.16,0
CorentinTh/it-tools,CorentinTh,it-tools,32211,2020-04-05T11:50:24Z,2025-08-22T16:59:24Z,Vue,10,419,199,0.32,491,5.38,0
agno-agi/agno,agno-agi,agno,32164,2022-05-04T15:23:02Z,2025-08-22T15:50:32Z,Python,86,125,1143,0.9,1751,3.3,0
directus/directus,directus,directus,32151,2012-12-12T01:35:36Z,2025-08-22T16:58:30Z,TypeScript,342,301,9059,0.97,8088,12.69,0
lizongying/my-tv,lizongying,my-tv,32148,2023-12-04T12:18:39Z,2025-08-22T15:54:08Z,C,72,145,774,0.84,11,1.72,0
ueberdosis/tiptap,ueberdosis,tiptap,32138,2018-08-20T19:58:58Z,2025-08-22T14:41:59Z,TypeScript,898,703,2535,0.78,1253,7.0,0
mckaywrigley/chatbot-ui,mckaywrigley,chatbot-ui,32138,2023-03-11T14:53:14Z,2025-08-22T16:35:35Z,TypeScript,0,176,817,0.82,280,2.45,0
The-Run-Philosophy-Organization/run,The-Run-Philosophy-Organization,run,32097,2022-04-10T05:42:40Z,2025-08-22T06:56:47Z,Unknown,0,42,214,0.84,171,3.37,0
TabbyML/tabby,TabbyML,tabby,31996,2023-03-16T09:18:01Z,2025-08-22T14:35:42Z,Rust,241,204,733,0.78,2969,2.44,0
balena-io/etcher,balena-io,etcher,31963,2015-10-27T16:53:23Z,2025-08-22T13:46:33Z,TypeScript,289,558,1823,0.77,1731,9.82,0
alibaba/nacos,alibaba,nacos,31961,2018-06-15T06:49:27Z,2025-08-22T13:37:26Z,Java,84,249,8903,0.97,3156,7.19,0
CherryHQ/cherry-studio,CherryHQ,cherry-studio,31950,2024-05-24T01:56:26Z,2025-08-22T16:36:20Z,TypeScript,192,532,5797,0.92,1941,1.25,0
Chanzhaoyu/chatgpt-web,Chanzhaoyu,chatgpt-web,31939,2023-02-09T03:21:37Z,2025-08-22T07:47:27Z,Vue,43,0,1747,1.0,159,2.53,0
pathwaycom/pathway,pathwaycom,pathway,31893,2022-11-27T13:01:14Z,2025-08-22T15:57:40Z,Python,75,44,53,0.55,5,2.74,0
yewstack/yew,yewstack,yew,31884,2017-12-16T14:19:02Z,2025-08-22T09:50:05Z,Rust,35,113,1143,0.91,1802,7.68,0
vercel/swr,vercel,swr,31848,2019-10-28T18:16:01Z,2025-08-22T14:25:09Z,TypeScript,123,142,817,0.85,795,5.82,0
chatanywhere/GPT_API_free,chatanywhere,GPT_API_free,31833,2023-04-23T12:42:08Z,2025-08-22T16:28:45Z,Python,0,24,353,0.94,1,2.33,0
ziadoz/awesome-php,ziadoz,awesome-php,31831,2013-11-26T03:14:19Z,2025-08-22T09:37:38Z,Unknown,0,1,152,0.99,453,11.74,0
v2fly/v2ray-core,v2fly,v2ray-core,31794,2019-04-15T10:05:54Z,2025-08-22T15:41:37Z,Go,111,38,1002,0.96,909,6.35,0
Trinea/android-open-project,Trinea,android-open-project,31791,2014-01-05T15:20:15Z,2025-08-22T16:50:26Z,Unknown,0,11,75,0.87,204,11.63,0
binarywang/WxJava,binarywang,WxJava,31785,2016-01-06T08:24:05Z,2025-08-22T09:22:20Z,Java,30,64,2307,0.97,1053,9.63,0
shardeum/shardeum,shardeum,shardeum,31767,2024-04-16T22:37:25Z,2025-08-21T11:08:46Z,TypeScript,0,5,33,0.87,325,1.35,1
mpv-player/mpv,mpv-player,mpv,31761,2012-10-13T08:08:44Z,2025-08-22T14:43:46Z,C,87,902,9644,0.91,3501,12.86,0
vnpy/vnpy,vnpy,vnpy,31748,2015-03-02T03:36:58Z,2025-08-22T15:16:39Z,Python,64,18,2110,0.99,1055,10.48,0
facebookresearch/fairseq,facebookresearch,fairseq,31737,2017-08-29T16:26:12Z,2025-08-22T11:41:42Z,Python,16,1191,3056,0.72,234,7.98,0
hasura/graphql-engine,hasura,graphql-engine,31663,2018-06-18T07:57:36Z,2025-08-22T09:57:17Z,TypeScript,294,2235,4145,0.65,2110,7.18,0
zeromicro/go-zero,zeromicro,go-zero,31661,2020-08-07T15:37:57Z,2025-08-22T14:36:28Z,Go,140,224,1642,0.88,2321,5.04,0
yunjey/pytorch-tutorial,yunjey,pytorch-tutorial,31641,2017-03-10T07:41:47Z,2025-08-22T11:36:35Z,Python,0,66,114,0.63,28,8.45,0
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,RVC-Project,Retrieval-based-Voice-Conversion-WebUI,31614,2023-03-27T09:59:10Z,2025-08-22T16:49:09Z,Python,7,621,1299,0.68,475,2.41,0
mouredev/Hello-Python,mouredev,Hello-Python,31605,2022-08-03T17:14:53Z,2025-08-22T17:12:21Z,Python,0,18,275,0.94,0,3.05,0
open-mmlab/mmdetection,open-mmlab,mmdetection,31596,2018-08-22T07:06:06Z,2025-08-22T12:12:25Z,Python,53,1751,6746,0.79,2359,7.0,0
floating-ui/floating-ui,floating-ui,floating-ui,31570,2016-03-29T17:00:47Z,2025-08-22T13:00:55Z,TypeScript,497,27,1429,0.98,1190,9.4,0
RSSNext/Folo,RSSNext,Folo,31543,2024-04-08T03:23:35Z,2025-08-22T17:06:25Z,TypeScript,70,199,2046,0.91,1255,1.37,0
qier222/YesPlayMusic,qier222,YesPlayMusic,31540,2020-10-09T10:04:21Z,2025-08-22T16:16:04Z,Vue,31,608,1191,0.66,288,4.87,0
remix-run/remix,remix-run,remix,31535,2020-10-26T19:57:28Z,2025-08-22T15:24:02Z,TypeScript,175,4,2602,1.0,3441,4.82,0
niklasvh/html2canvas,niklasvh,html2canvas,31482,2011-07-16T01:05:58Z,2025-08-22T17:20:04Z,TypeScript,45,961,1660,0.63,186,14.1,0
kuchin/awesome-cto,kuchin,awesome-cto,31476,2016-12-16T19:22:18Z,2025-08-22T16:03:35Z,Unknown,0,0,11,1.0,18,8.68,0
amix/vimrc,amix,vimrc,31442,2012-05-29T16:19:29Z,2025-08-22T10:11:31Z,Vim Script,0,12,510,0.98,107,13.23,0
labstack/echo,labstack,echo,31435,2015-03-01T17:43:01Z,2025-08-22T17:18:13Z,Go,109,73,1392,0.95,592,10.48,0
ReactiveX/rxjs,ReactiveX,rxjs,31424,2015-03-15T06:17:10Z,2025-08-22T17:20:06Z,TypeScript,2,220,2940,0.93,2588,10.44,0
airbnb/lottie-web,airbnb,lottie-web,31365,2015-02-20T21:02:59Z,2025-08-22T10:03:04Z,JavaScript,0,769,2125,0.73,136,10.5,0
IceWhaleTech/CasaOS,IceWhaleTech,CasaOS,31353,2021-09-26T02:33:09Z,2025-08-22T16:31:55Z,Go,97,677,880,0.57,274,3.9,0
microsoft/MS-DOS,microsoft,MS-DOS,31351,2018-06-25T18:26:02Z,2025-08-22T13:46:48Z,Assembly,0,0,0,0.0,37,7.16,0
servo/servo,servo,servo,31327,2012-02-08T19:07:25Z,2025-08-22T17:21:43Z,HTML,0,2996,11016,0.79,20520,13.53,0
lutzroeder/netron,lutzroeder,netron,31237,2010-12-26T12:53:43Z,2025-08-22T15:36:32Z,JavaScript,3,21,1201,0.98,1,14.66,0
xyflow/xyflow,xyflow,xyflow,31218,2019-07-15T14:47:30Z,2025-08-22T16:51:53Z,TypeScript,350,83,2187,0.96,1402,6.11,0
cockroachdb/cockroach,cockroachdb,cockroach,31204,2014-02-06T00:18:47Z,2025-08-22T16:07:44Z,Go,0,6428,69292,0.92,67689,11.54,0
backstage/backstage,backstage,backstage,31175,2020-01-24T22:39:49Z,2025-08-22T16:14:03Z,TypeScript,443,364,6695,0.95,18963,5.57,0
cursor/cursor,cursor,cursor,31124,2023-03-12T00:19:42Z,2025-08-22T16:20:54Z,Unknown,0,2028,1213,0.37,46,2.45,0
OpenCut-app/OpenCut,OpenCut-app,OpenCut,31110,2025-06-22T08:02:17Z,2025-08-22T16:43:48Z,TypeScript,0,113,70,0.38,179,0.17,0
mli/paper-reading,mli,paper-reading,31109,2021-10-22T06:34:51Z,2025-08-22T09:44:35Z,Unknown,0,0,0,0.0,15,3.83,0
google-ai-edge/mediapipe,google-ai-edge,mediapipe,31063,2019-06-13T19:16:41Z,2025-08-22T14:23:31Z,C++,63,443,5029,0.92,201,6.19,0
ianstormtaylor/slate,ianstormtaylor,slate,31053,2016-06-18T01:52:42Z,2025-08-22T12:06:52Z,TypeScript,203,669,2528,0.79,1938,9.18,0
mqyqingfeng/Blog,mqyqingfeng,Blog,31046,2017-03-13T10:04:33Z,2025-08-22T09:22:07Z,Unknown,0,261,100,0.28,3,8.44,0
dokku/dokku,dokku,dokku,31036,2013-06-08T10:26:57Z,2025-08-22T12:47:16Z,Shell,302,44,2754,0.98,4166,12.21,0
lovell/sharp,lovell,sharp,31013,2013-08-19T20:24:24Z,2025-08-22T14:04:59Z,JavaScript,99,116,3865,0.97,302,12.01,0
0xAX/linux-insides,0xAX,linux-insides,30989,2015-01-03T18:44:57Z,2025-08-22T15:32:11Z,Python,0,36,153,0.81,579,10.63,0
anthropics/claude-code,anthropics,claude-code,30970,2025-02-22T17:41:21Z,2025-08-22T16:36:32Z,TypeScript,0,2735,3442,0.56,59,0.5,0
mathiasbynens/dotfiles,mathiasbynens,dotfiles,30955,2011-09-05T18:07:54Z,2025-08-22T16:55:32Z,Shell,0,138,254,0.65,44,13.96,0
coolsnowwolf/lede,coolsnowwolf,lede,30923,2017-09-06T07:39:03Z,2025-08-22T16:56:54Z,C,6,766,8384,0.92,2020,7.96,0
MonitorControl/MonitorControl,MonitorControl,MonitorControl,30920,2017-09-16T21:13:40Z,2025-08-22T15:34:20Z,Swift,26,15,968,0.98,216,7.93,0
ocrmypdf/OCRmyPDF,ocrmypdf,OCRmyPDF,30904,2013-12-20T08:26:28Z,2025-08-22T17:04:10Z,Python,41,132,1137,0.9,153,11.67,0
filebrowser/filebrowser,filebrowser,filebrowser,30896,2015-09-11T21:21:58Z,2025-08-22T16:43:33Z,Go,97,22,2726,0.99,608,9.94,0
blueimp/jQuery-File-Upload,blueimp,jQuery-File-Upload,30891,2010-12-01T15:35:32Z,2025-08-21T01:31:12Z,PHP,0,49,3258,0.99,119,14.72,1
schollz/croc,schollz,croc,30887,2017-10-17T15:20:18Z,2025-08-22T13:35:56Z,Go,175,10,530,0.98,236,7.85,0
1Panel-dev/1Panel,1Panel-dev,1Panel,30862,2022-07-19T15:44:52Z,2025-08-22T16:45:11Z,Go,96,620,4777,0.89,3823,3.09,0
vadimdemedes/ink,vadimdemedes,ink,30847,2017-06-12T06:12:28Z,2025-08-22T17:18:45Z,TypeScript,63,73,302,0.81,235,8.19,0
kubernetes/minikube,kubernetes,minikube,30845,2016-04-15T22:38:35Z,2025-08-22T14:55:59Z,Go,151,509,9608,0.95,8789,9.35,0
paperless-ngx/paperless-ngx,paperless-ngx,paperless-ngx,30810,2022-02-12T21:56:52Z,2025-08-22T17:18:52Z,Python,122,0,2106,1.0,2564,3.52,0
derailed/k9s,derailed,k9s,30806,2019-01-25T18:46:02Z,2025-08-22T16:34:13Z,Go,248,409,1730,0.81,838,6.57,0
khoj-ai/khoj,khoj-ai,khoj,30776,2021-08-16T01:48:44Z,2025-08-22T15:33:15Z,Python,158,76,476,0.86,475,4.02,0
XTLS/Xray-core,XTLS,Xray-core,30771,2020-11-09T11:23:10Z,2025-08-22T16:55:07Z,Go,90,11,2543,1.0,1015,4.78,0
apache/kafka,apache,kafka,30727,2011-08-15T18:06:16Z,2025-08-22T17:14:20Z,Java,0,0,0,0.0,11809,14.02,0
alibaba/p3c,alibaba,p3c,30725,2017-06-23T06:15:51Z,2025-08-22T06:16:07Z,Kotlin,0,161,697,0.81,62,8.16,0
codex-team/editor.js,codex-team,editor.js,30715,2015-11-28T20:56:35Z,2025-08-22T16:45:19Z,TypeScript,102,599,921,0.61,863,9.73,0
fish-shell/fish-shell,fish-shell,fish-shell,30708,2012-05-10T03:00:55Z,2025-08-22T16:49:16Z,Rust,48,478,7186,0.94,2146,13.28,0
donnemartin/interactive-coding-challenges,donnemartin,interactive-coding-challenges,30686,2015-04-28T21:36:39Z,2025-08-22T15:54:32Z,Python,0,37,32,0.46,176,10.32,0
awesome-foss/awesome-sysadmin,awesome-foss,awesome-sysadmin,30678,2014-12-23T08:41:22Z,2025-08-22T16:56:54Z,Unknown,0,14,88,0.86,329,10.66,0
SortableJS/Sortable,SortableJS,Sortable,30672,2013-12-19T10:10:13Z,2025-08-22T12:50:34Z,JavaScript,30,473,1344,0.74,248,11.67,0
juanfont/headscale,juanfont,headscale,30645,2020-06-21T09:21:05Z,2025-08-22T16:36:08Z,Go,124,93,1000,0.91,1055,5.17,0
Textualize/textual,Textualize,textual,30604,2021-04-08T15:24:47Z,2025-08-22T14:18:02Z,Python,185,186,2074,0.92,2177,4.37,0
google/comprehensive-rust,google,comprehensive-rust,30597,2022-12-21T15:17:24Z,2025-08-22T15:46:53Z,Rust,0,110,235,0.68,2173,2.67,0
ityouknow/spring-boot-examples,ityouknow,spring-boot-examples,30577,2016-11-05T05:32:33Z,2025-08-22T12:25:41Z,Java,0,10,99,0.91,7,8.79,0
k3s-io/k3s,k3s-io,k3s,30570,2018-05-31T01:37:46Z,2025-08-22T16:39:16Z,Go,885,112,6832,0.98,4068,7.23,0
microsoft/calculator,microsoft,calculator,30553,2019-01-28T17:55:49Z,2025-08-22T14:27:47Z,C++,0,396,717,0.64,899,6.57,0
utmapp/UTM,utmapp,UTM,30535,2019-04-12T16:09:24Z,2025-08-22T15:58:58Z,Swift,122,885,2538,0.74,266,6.36,0
nextcloud/server,nextcloud,server,30534,2016-06-02T07:44:14Z,2025-08-22T15:57:13Z,PHP,349,2268,17943,0.89,28168,9.22,0
influxdata/influxdb,influxdata,influxdb,30516,2013-09-26T14:31:10Z,2025-08-22T16:49:21Z,Rust,93,2059,11958,0.85,10607,11.9,0
symfony/symfony,symfony,symfony,30504,2010-01-04T14:21:21Z,2025-08-22T14:28:15Z,PHP,555,551,20683,0.97,24299,15.63,0
parallax/jsPDF,parallax,jsPDF,30497,2009-12-06T14:56:32Z,2025-08-22T12:59:46Z,JavaScript,35,114,2445,0.96,718,15.71,0
huggingface/diffusers,huggingface,diffusers,30438,2022-05-30T16:04:02Z,2025-08-22T15:47:34Z,Python,86,562,4413,0.89,4999,3.23,0
microsoft/Data-Science-For-Beginners,microsoft,Data-Science-For-Beginners,30410,2021-03-03T16:30:15Z,2025-08-22T05:36:52Z,Jupyter Notebook,0,24,95,0.8,308,4.47,0
openai/CLIP,openai,CLIP,30402,2020-12-16T11:24:42Z,2025-08-22T12:34:55Z,Jupyter Notebook,0,242,193,0.44,28,4.68,0
TriliumNext/Trilium,TriliumNext,Trilium,30381,2017-05-23T00:30:20Z,2025-08-22T17:13:38Z,TypeScript,334,1085,3493,0.76,622,8.25,0
gkd-kit/gkd,gkd-kit,gkd,30380,2023-07-04T03:59:15Z,2025-08-22T17:20:19Z,Kotlin,53,13,648,0.98,6,2.14,0
ascoders/weekly,ascoders,weekly,30374,2017-03-20T06:10:04Z,2025-08-22T16:08:03Z,JavaScript,193,3,363,0.99,136,8.42,0
webtorrent/webtorrent,webtorrent,webtorrent,30364,2013-10-15T08:16:40Z,2025-08-22T13:50:13Z,JavaScript,228,65,1598,0.96,963,11.85,0
medusajs/medusa,medusajs,medusa,30348,2020-01-18T13:39:04Z,2025-08-22T17:09:42Z,TypeScript,128,98,3170,0.97,7469,5.59,0
facebook/rocksdb,facebook,rocksdb,30346,2012-11-30T06:16:18Z,2025-08-22T10:33:42Z,C++,206,771,2636,0.77,609,12.73,0
fabricjs/fabric.js,fabricjs,fabric.js,30337,2010-06-09T22:24:38Z,2025-08-22T09:33:57Z,TypeScript,174,423,5761,0.93,2343,15.2,0
iawia002/lux,iawia002,lux,30325,2018-02-24T11:29:03Z,2025-08-22T15:28:16Z,Go,86,519,540,0.51,300,7.49,0
layui/layui,layui,layui,30326,2015-09-22T08:12:03Z,2025-08-22T17:17:37Z,JavaScript,158,67,1298,0.95,590,9.92,0
exo-explore/exo,exo-explore,exo,30322,2024-06-24T18:36:22Z,2025-08-22T16:58:46Z,Python,12,362,146,0.29,207,1.16,0
Binaryify/NeteaseCloudMusicApi,Binaryify,NeteaseCloudMusicApi,30319,2016-06-22T11:58:03Z,2025-08-22T09:23:58Z,Unknown,0,147,1190,0.89,292,9.17,0
umami-software/umami,umami-software,umami,30314,2020-07-17T07:59:00Z,2025-08-22T16:56:39Z,TypeScript,99,73,1763,0.96,799,5.1,0
tqdm/tqdm,tqdm,tqdm,30298,2015-06-03T13:13:14Z,2025-08-22T14:11:30Z,Python,131,439,587,0.57,287,10.22,0
docsifyjs/docsify,docsifyjs,docsify,30275,2016-11-20T07:55:43Z,2025-08-22T15:23:41Z,JavaScript,15,88,1199,0.93,731,8.75,0
linexjlin/GPTs,linexjlin,GPTs,30270,2023-11-11T03:24:16Z,2025-08-22T13:53:28Z,Unknown,0,7,21,0.75,42,1.78,0
alpinejs/alpine,alpinejs,alpine,30236,2019-11-28T13:51:55Z,2025-08-22T14:09:41Z,HTML,137,0,612,1.0,657,5.73,0
joshbuchea/HEAD,joshbuchea,HEAD,30220,2016-04-20T20:05:37Z,2025-08-21T23:23:14Z,Unknown,0,20,73,0.78,86,9.34,0
numpy/numpy,numpy,numpy,30207,2010-09-13T23:02:39Z,2025-08-22T16:05:12Z,Python,132,2100,11395,0.84,13098,14.94,0
AMAI-GmbH/AI-Expert-Roadmap,AMAI-GmbH,AI-Expert-Roadmap,30198,2020-10-24T21:49:40Z,2025-08-22T12:08:36Z,JavaScript,0,20,46,0.7,13,4.82,0
DioxusLabs/dioxus,DioxusLabs,dioxus,30158,2021-01-15T01:57:26Z,2025-08-22T16:41:15Z,Rust,25,426,1635,0.79,1769,4.6,0
s0md3v/roop,s0md3v,roop,30147,2023-05-28T14:37:54Z,2025-08-22T10:29:31Z,Python,6,0,0,0.0,80,2.24,0
OWASP/CheatSheetSeries,OWASP,CheatSheetSeries,30133,2018-12-21T14:26:43Z,2025-08-22T13:55:20Z,Python,0,42,487,0.92,1076,6.67,0
sequelize/sequelize,sequelize,sequelize,30131,2010-07-22T07:11:11Z,2025-08-22T07:35:07Z,TypeScript,487,891,9511,0.91,4961,15.09,0
tatsu-lab/stanford_alpaca,tatsu-lab,stanford_alpaca,30127,2023-03-10T23:33:09Z,2025-08-22T10:03:43Z,Python,0,170,98,0.37,5,2.45,0
OAI/OpenAPI-Specification,OAI,OpenAPI-Specification,30099,2014-03-03T16:53:36Z,2025-08-22T16:57:26Z,Markdown,12,140,2225,0.94,1584,11.47,0
GyulyVGC/sniffnet,GyulyVGC,sniffnet,30095,2022-07-31T21:55:56Z,2025-08-22T16:54:18Z,Rust,14,41,239,0.85,430,3.06,0
transloadit/uppy,transloadit,uppy,30068,2015-11-16T12:32:33Z,2025-08-22T17:03:19Z,TypeScript,241,158,2292,0.94,3108,9.77,0
Lightning-AI/pytorch-lightning,Lightning-AI,pytorch-lightning,30012,2019-03-31T00:45:57Z,2025-08-22T15:37:51Z,Python,167,912,6489,0.88,9086,6.4,0
chinabugotech/hutool,chinabugotech,hutool,30011,2014-04-13T07:23:51Z,2025-08-22T09:19:05Z,Java,152,4,2983,1.0,454,11.36,0
pathwaycom/llm-app,pathwaycom,llm-app,29930,2023-07-19T08:43:37Z,2025-08-22T15:57:43Z,Jupyter Notebook,0,5,12,0.71,47,2.09,0
tinygrad/tinygrad,tinygrad,tinygrad,29919,2020-10-18T16:23:12Z,2025-08-22T17:09:02Z,Python,13,133,844,0.86,7950,4.84,0
VincentGarreau/particles.js,VincentGarreau,particles.js,29901,2014-09-06T14:29:47Z,2025-08-22T08:11:34Z,JavaScript,6,305,106,0.26,21,10.96,0
surrealdb/surrealdb,surrealdb,surrealdb,29897,2021-12-09T15:03:29Z,2025-08-22T16:42:10Z,Rust,92,686,1473,0.68,2150,3.7,0
drizzle-team/drizzle-orm,drizzle-team,drizzle-orm,29887,2021-06-24T09:03:05Z,2025-08-22T15:57:07Z,TypeScript,146,1436,1693,0.54,610,4.16,0
square/leakcanary,square,leakcanary,29785,2015-04-29T23:54:16Z,2025-08-22T03:25:19Z,Kotlin,43,126,1510,0.92,921,10.31,0
foundation/foundation-sites,foundation,foundation-sites,29765,2011-10-13T23:05:42Z,2025-08-21T19:44:56Z,HTML,79,57,8179,0.99,2958,13.86,0
